Customer_ID,Industry,Company_Size,Subscription_Plan,Subscription_Fee_USD,Marketing_Channel,Website_Visits,Trial_Used,Sales_Contacted,Conversion_Status,Lifetime_Value,Churn_Status,Satisfaction_Score,Avg_Session_Time_mins,Features_Used_Count,Files_Created,Days_Active_in_Trial,Support_Tickets_Raised,Email_Click_Through_Rate,Competitor_Subscription_Price,AI_Feature_Usage_Flag,Cloud_Storage_Usage_GB,Plan_Upgrade_Flag,Plan_Downgrade_Flag,Login_Frequency_per_Week,Discount_Offered_USD,Engagement_Score,Trial_Dropoff_Flag,Last_Login_Days_Ago,Region,Device_Type
CUST_0338,Education,Enterprise,Business,89.71,Referral,4,0,1,0,6543.55,0,3,106,22,121,23,0,0.6,147.57,1,42.93,0,0,8,32.38,38,0,22,North America,Mobile
CUST_0339,IT,Mid,Business,50.21,Referral,6,0,1,0,11678.88,0,5,65,1,83,13,4,0.36,128.85,0,47.01,0,0,9,29.3,37,0,49,Europe,Desktop App
CUST_0340,IT,Small,Business,56.47,Organic,18,1,0,0,6261.84,0,8,12,2,85,21,5,0.5,25.31,0,46.93,0,0,11,4.31,80,1,25,North America,Desktop App
CUST_0341,IT,Small,Business,96.99,Paid Ads,30,0,0,0,8604.26,0,5,57,20,52,26,2,0.8,123.91,0,42.06,0,0,8,3.76,12,1,11,Europe,Web
CUST_0342,Education,Mid,Enterprise,100.71,Referral,17,0,1,0,2103.71,0,3,174,24,161,3,2,0.32,28.18,0,8.42,0,0,3,42.34,31,0,59,Europe,Desktop App
CUST_0343,Education,Small,Enterprise,82.38,Email,44,0,1,0,6714.11,0,8,15,8,68,17,2,0.84,22.97,1,14.69,0,0,14,29.4,22,0,10,Asia,Mobile
CUST_0344,Design,Mid,Basic,24.05,Email,47,1,1,1,1612.23,1,4,117,5,149,24,0,0.02,85.53,0,43.6,1,0,10,16.48,83,0,55,Europe,Desktop App
CUST_0345,Education,Mid,Enterprise,81.15,Paid Ads,8,1,0,1,9118.65,0,5,147,8,172,9,0,0.87,97.2,1,45.2,1,1,5,0.18,30,1,44,North America,Mobile
CUST_0346,Healthcare,Mid,Pro,110.46,Organic,8,0,1,0,5563.75,0,3,39,11,119,5,1,0.36,28.28,0,41.34,0,0,5,44.61,86,0,48,Asia,Web
CUST_0347,Design,Enterprise,Business,96.03,Email,4,1,0,1,6773.53,1,10,11,23,171,8,1,0.51,26.83,0,44.55,0,1,3,21.7,48,0,46,Asia,Web
CUST_0348,Finance,Enterprise,Pro,45.15,Organic,27,1,0,1,938.96,1,10,12,7,160,18,4,0.5,36.73,0,49.27,1,0,14,3.07,9,0,9,Asia,Desktop App
CUST_0349,Education,Enterprise,Basic,15.83,Social Media,29,1,1,1,9869.99,1,9,101,21,138,23,5,0.87,13.2,1,12.36,0,0,9,20.32,84,0,10,Australia,Mobile
CUST_0350,Marketing,Enterprise,Enterprise,15.23,Paid Ads,6,1,0,1,862.44,1,5,115,24,163,11,2,0.4,140.91,1,24.86,0,1,14,45.87,45,1,0,Australia,Web
CUST_0351,Education,Mid,Basic,105.38,Organic,4,1,1,1,4437.05,0,4,29,16,91,13,0,0.9,80.38,1,1.4,0,1,9,12.64,78,1,16,Europe,Web
CUST_0352,Education,Mid,Basic,13.76,Referral,18,0,1,0,14275.03,0,1,14,16,138,24,5,0.4,44.55,0,44.35,0,0,11,19.91,98,0,19,Australia,Mobile
CUST_0353,Design,Mid,Business,95.07,Referral,24,1,0,1,13924.42,1,7,100,23,20,11,0,0.35,63.93,1,34.61,0,0,12,18.85,63,0,52,Asia,Desktop App
CUST_0354,Marketing,Small,Pro,22.27,Paid Ads,33,0,1,0,8963.27,0,7,51,24,17,27,3,0.83,94,0,31.27,0,0,9,24.55,81,0,11,Australia,Desktop App
CUST_0355,Finance,Enterprise,Basic,81.81,Email,30,1,0,0,12086.86,0,3,168,18,177,11,5,0.86,96.21,1,11.33,0,0,2,25.7,20,1,49,Asia,Desktop App
CUST_0356,Design,Small,Pro,83.09,Organic,20,0,0,0,9180.54,0,2,103,22,27,16,4,0.03,8.24,1,9.68,0,0,10,3.94,66,1,36,Asia,Mobile
CUST_0357,Finance,Small,Business,114.36,Referral,27,1,0,0,6040.93,0,1,45,23,118,15,3,0.84,60.8,1,39.7,0,0,5,43.19,32,0,51,Australia,Desktop App
CUST_0358,Marketing,Small,Pro,39.45,Organic,6,1,0,0,12031.18,0,5,156,13,192,29,4,0.69,76.52,0,45.69,0,0,9,38.37,82,1,28,North America,Mobile
CUST_0359,Finance,Small,Basic,100.56,Paid Ads,26,1,0,0,4127.94,0,2,53,18,157,28,2,0.34,116.15,0,39.28,0,0,10,0.08,83,0,6,Europe,Mobile
CUST_0360,Healthcare,Mid,Basic,111.99,Social Media,34,1,1,0,310.79,0,2,144,20,190,4,1,0.19,58.37,0,26.12,0,0,11,1.62,9,0,45,North America,Mobile
CUST_0361,Design,Mid,Business,44.43,Paid Ads,8,1,1,0,618.9,0,10,25,6,56,6,1,0.77,16.19,1,38.47,0,0,1,2.73,3,1,35,Australia,Web
CUST_0362,IT,Enterprise,Enterprise,82.97,Referral,4,1,0,1,8563.53,1,10,20,4,59,17,3,0.25,118.96,1,46.2,0,1,13,34.68,68,0,6,Europe,Mobile
CUST_0363,Finance,Mid,Pro,65.94,Social Media,11,0,0,0,481.4,0,7,154,1,96,25,3,0.34,53.34,0,36.92,0,0,7,15.08,29,0,10,Europe,Web
CUST_0364,Design,Small,Business,116.4,Email,4,0,0,0,2644.17,0,1,68,21,178,6,2,0.72,12.95,0,41.17,0,0,11,15.01,92,0,51,North America,Desktop App
CUST_0365,Education,Enterprise,Enterprise,96.06,Social Media,2,1,0,0,2498.65,0,7,169,18,41,5,1,0.4,126.41,1,8.6,0,0,8,33.22,94,0,41,Australia,Web
CUST_0366,Marketing,Mid,Pro,93.41,Social Media,8,1,1,1,6432.19,0,10,78,12,67,26,0,0.85,53.99,1,18.71,1,1,14,13.24,42,0,26,Australia,Desktop App
CUST_0367,Design,Small,Basic,102.54,Social Media,4,0,0,0,8805.48,0,4,39,9,67,4,4,0.57,16.72,1,23.86,0,0,5,33.66,100,1,54,Asia,Web
CUST_0368,Marketing,Small,Basic,33.82,Organic,45,1,1,1,4521.81,1,8,129,13,35,9,5,0.08,85.32,1,39.72,0,0,11,28.08,40,0,18,Europe,Web
CUST_0369,Finance,Small,Enterprise,110.98,Email,31,0,0,0,13845.04,0,10,177,15,74,20,2,1,146.09,0,21.81,0,0,6,31.34,99,0,32,North America,Mobile
CUST_0370,Healthcare,Mid,Basic,55.69,Paid Ads,20,0,0,0,12462.16,0,5,90,20,115,8,3,0.59,122.67,0,37.31,0,0,8,18.89,68,1,49,Europe,Desktop App
CUST_0371,IT,Enterprise,Business,80.27,Organic,23,0,0,0,12845.62,0,3,42,2,65,15,5,0.28,35.6,1,8.02,0,0,9,5.92,77,1,25,Asia,Mobile
CUST_0372,Education,Enterprise,Enterprise,11.5,Email,34,0,1,0,2491.54,0,4,173,18,172,21,1,0.52,127.21,1,1.18,0,0,2,0.03,98,1,40,Australia,Web
CUST_0373,Design,Enterprise,Pro,22.33,Social Media,44,1,1,1,14387.67,1,7,151,19,103,13,0,0.83,42.17,0,35.33,1,1,9,41.83,32,1,8,Australia,Web
CUST_0374,Marketing,Enterprise,Pro,53.9,Referral,21,1,1,1,2169.42,1,5,61,1,21,10,0,0.21,34.26,0,24.69,1,1,12,40.47,38,0,58,Australia,Desktop App
CUST_0375,Finance,Small,Basic,12.29,Social Media,46,1,0,1,13945.31,1,7,34,19,196,2,4,0.32,92.89,0,7.66,1,1,6,0.13,74,1,57,Asia,Web
CUST_0376,Finance,Enterprise,Pro,94.17,Social Media,10,0,1,0,6271.64,0,4,18,2,40,22,5,0.37,16.75,1,20.65,0,0,2,16.24,39,0,3,Europe,Web
CUST_0377,Finance,Small,Enterprise,82.74,Email,7,0,0,0,2771.14,0,10,156,19,192,26,5,0.06,16.15,0,35.08,0,0,1,46.54,67,1,39,Australia,Web
CUST_0378,Finance,Mid,Business,106.79,Paid Ads,19,0,1,0,4123.08,0,1,37,1,93,27,2,0.91,61.43,0,14.04,0,0,6,28.27,94,0,39,Europe,Web
CUST_0379,IT,Enterprise,Basic,81.26,Organic,38,1,0,0,4532.55,0,8,120,14,16,5,3,0.85,121.05,0,28.23,0,0,11,23.6,18,0,42,North America,Desktop App
CUST_0380,IT,Enterprise,Basic,31.02,Email,48,1,0,0,7008.39,0,10,71,25,198,22,5,0.16,42.83,0,13.98,0,0,14,22.48,13,0,39,North America,Mobile
CUST_0381,Healthcare,Mid,Pro,95.33,Social Media,25,0,0,0,11992.71,0,4,121,22,126,30,5,0.48,119.89,1,37.74,0,0,6,40.52,16,1,35,Asia,Mobile
CUST_0382,IT,Mid,Enterprise,71.72,Email,10,0,1,0,9996.66,0,2,144,10,66,3,5,0.62,136.2,0,0.86,0,0,3,26.44,89,0,27,Australia,Desktop App
CUST_0383,Marketing,Enterprise,Business,76.14,Paid Ads,14,1,1,0,9045.82,0,4,142,23,147,14,5,0.94,70.6,0,33.16,0,0,7,22.29,59,0,16,Europe,Desktop App
CUST_0384,Education,Mid,Basic,27.2,Email,25,0,1,0,11785.36,0,8,25,23,13,4,5,0.7,111.26,0,32.07,0,0,14,1.51,75,0,7,North America,Desktop App
CUST_0385,IT,Mid,Basic,103.7,Referral,4,0,1,0,8846.99,0,6,113,1,187,22,0,0.94,17.28,1,17.89,0,0,6,36.97,80,1,60,Asia,Mobile
CUST_0386,Healthcare,Mid,Enterprise,28.03,Email,14,1,1,1,4322.4,1,8,88,18,178,3,0,0.19,106.37,1,5.64,1,0,2,11.84,7,0,5,Australia,Web
CUST_0387,Finance,Enterprise,Basic,26.1,Email,30,0,0,0,315.41,0,10,114,6,80,24,1,0.22,36.34,1,39.29,0,0,9,40.76,79,0,4,Asia,Mobile
CUST_0388,Marketing,Enterprise,Basic,101.05,Referral,49,0,1,0,2933.94,0,5,135,3,34,14,5,0.08,116.38,1,2.93,0,0,9,4.62,43,0,27,Europe,Mobile
CUST_0389,Design,Mid,Basic,57.03,Email,24,1,0,0,8259.38,0,8,129,11,134,29,1,0.75,39.05,0,18.69,0,0,7,47.21,31,1,0,Europe,Mobile
CUST_0390,IT,Small,Enterprise,32.83,Organic,28,0,1,0,3353.98,0,3,33,16,53,1,5,0.28,95.88,1,45.62,0,0,14,38.42,50,1,49,Europe,Web
CUST_0391,Design,Enterprise,Business,65.99,Email,2,0,1,0,11739.65,0,9,23,4,31,19,1,0.95,30.48,1,33.34,0,0,10,24,31,0,32,Australia,Mobile
CUST_0392,Finance,Small,Business,100.72,Referral,10,1,1,0,11971.72,0,1,169,18,18,5,0,0.04,40.53,0,45.97,0,0,8,11.45,81,1,58,North America,Mobile
CUST_0393,Design,Enterprise,Business,117.97,Organic,21,0,0,0,8711.39,0,1,105,21,177,10,1,0.16,45.04,1,31.66,0,0,11,11.18,7,0,3,Europe,Mobile
CUST_0394,Marketing,Mid,Enterprise,118.86,Social Media,34,1,1,0,11069.54,0,6,86,4,19,2,3,0.63,141.16,0,41.55,0,0,14,43.18,83,1,53,Asia,Desktop App
CUST_0395,IT,Small,Basic,15.71,Referral,42,0,1,0,4640.92,0,6,37,21,55,19,5,0.15,128.62,0,38.86,0,0,4,42.74,100,1,24,Australia,Mobile
CUST_0396,Design,Enterprise,Pro,59.08,Paid Ads,41,0,1,0,5728.64,0,7,69,8,127,15,2,0.88,108.27,1,0.71,0,0,2,32.74,44,0,27,Australia,Desktop App
CUST_0397,IT,Small,Pro,111.95,Paid Ads,6,1,0,1,314.16,1,7,118,2,129,29,5,0.95,34.89,0,15.89,0,0,1,41.82,54,0,0,North America,Web
CUST_0398,Finance,Enterprise,Business,33.05,Email,32,0,0,0,11716.66,0,8,97,23,177,14,3,0.64,102.84,0,19.33,0,0,8,9.05,26,1,45,Asia,Desktop App
CUST_0399,Education,Small,Pro,116.56,Referral,11,1,1,0,14965.61,0,2,125,13,125,27,4,0.39,35.1,0,40.42,0,0,13,44.69,39,1,15,Asia,Web
CUST_0400,Design,Enterprise,Basic,72.72,Email,41,0,1,0,6283.62,0,1,143,20,175,11,4,0.54,86.1,0,34.52,0,0,8,44.33,52,1,41,Asia,Web
CUST_0401,Finance,Mid,Enterprise,71.17,Referral,17,0,0,0,8705.82,0,2,79,17,125,26,4,0.96,14.96,1,3.84,0,0,2,13.67,1,0,15,North America,Mobile
CUST_0402,Healthcare,Enterprise,Basic,107.04,Organic,32,1,1,0,5334.18,0,7,59,10,23,16,3,0.16,116.03,1,35.11,0,0,2,46.47,47,0,2,Asia,Mobile
CUST_0403,Design,Mid,Basic,111.33,Paid Ads,47,0,1,0,9975.14,0,3,103,2,34,7,1,0.55,92.35,1,48.83,0,0,12,29.96,47,0,60,Europe,Mobile
CUST_0404,Marketing,Mid,Enterprise,96.93,Paid Ads,43,0,0,0,1287.12,0,3,56,20,38,27,1,0.58,117.42,0,18.94,0,0,10,48.07,24,1,16,Europe,Mobile
CUST_0405,Finance,Enterprise,Basic,72.92,Referral,15,0,1,0,5196.08,0,10,161,17,155,25,5,0.54,27.38,0,3.15,0,0,10,47.37,12,0,48,Asia,Web
CUST_0406,Healthcare,Small,Business,85.05,Email,7,1,1,0,13900.4,0,5,165,6,182,6,3,0.17,95.57,0,3.22,0,0,4,10.17,50,0,25,Europe,Desktop App
CUST_0407,IT,Enterprise,Enterprise,20.74,Referral,7,1,0,0,8020.68,0,10,101,20,150,2,0,0.05,51.97,1,26.64,0,0,1,4.55,53,0,47,Europe,Desktop App
CUST_0408,Marketing,Small,Pro,71.85,Email,5,0,0,0,7923.94,0,9,132,5,184,3,1,0.39,50.04,0,18.04,0,0,11,31.83,31,1,32,Asia,Web
CUST_0409,Marketing,Enterprise,Enterprise,17.99,Organic,24,1,1,0,2740.29,0,8,177,2,52,2,1,0.03,112.44,0,12.16,0,0,3,12.18,46,1,34,Asia,Mobile
CUST_0410,Education,Small,Pro,84.04,Social Media,34,0,1,0,13736.6,0,5,143,16,12,10,0,0.05,25.3,0,45.3,0,0,3,18.9,2,0,22,Australia,Web
CUST_0411,Marketing,Small,Basic,83.99,Social Media,15,0,1,0,8469.66,0,8,79,8,190,5,4,0.17,33.47,0,5.73,0,0,12,13.26,51,0,60,North America,Desktop App
CUST_0412,Marketing,Small,Enterprise,55.96,Referral,22,0,1,0,8694.41,0,6,28,22,33,16,5,0.65,55.52,0,10.97,0,0,8,49.07,63,0,21,Asia,Web
CUST_0413,Healthcare,Mid,Basic,25.07,Social Media,27,0,0,0,13167.8,0,7,18,15,158,5,2,0.84,96.64,0,6.63,0,0,7,46.33,38,1,34,North America,Mobile
CUST_0414,IT,Mid,Basic,48.35,Organic,14,0,1,0,1287.11,0,4,11,17,150,19,5,0.5,141.59,1,42.88,0,0,5,7.87,4,1,51,Europe,Web
CUST_0415,Healthcare,Mid,Pro,25.07,Referral,25,0,1,0,11557.55,0,2,95,1,57,26,5,0.27,128.17,0,5.71,0,0,1,2.57,89,0,14,Australia,Desktop App
CUST_0416,Marketing,Mid,Business,45.58,Organic,4,0,1,0,7446.97,0,3,120,5,37,18,2,0.77,26.59,0,35.79,0,0,14,26.56,24,0,28,North America,Mobile
CUST_0417,Design,Small,Enterprise,28.7,Referral,6,0,0,0,14855.43,0,6,75,16,116,12,0,0.01,55.38,1,11.13,0,0,4,32.28,49,0,47,Asia,Web
CUST_0418,Education,Mid,Business,100.84,Social Media,13,0,1,0,6348.52,0,3,33,11,16,21,2,0.12,113.71,1,35.89,0,0,5,36.11,40,0,26,Asia,Web
CUST_0419,Design,Enterprise,Enterprise,14.22,Social Media,41,0,0,0,13751.27,0,4,35,4,130,4,4,0.06,89.82,0,32.44,0,0,9,42.75,9,0,33,Europe,Web
CUST_0420,Design,Enterprise,Pro,88.78,Paid Ads,4,0,1,0,6874.26,0,6,134,9,17,25,2,0.45,6.34,1,3.91,0,0,9,27.66,85,0,43,Asia,Web
CUST_0421,Healthcare,Mid,Pro,69.98,Paid Ads,38,0,0,0,2124.39,0,9,161,4,125,24,2,0.56,97.14,1,45.12,0,0,4,26.13,64,1,40,Asia,Mobile
CUST_0422,IT,Mid,Basic,100.43,Email,6,0,1,0,455.58,0,6,113,6,15,20,3,0.27,84.65,0,21.76,0,0,10,39.03,5,1,23,Australia,Web
CUST_0423,Healthcare,Enterprise,Business,42.66,Social Media,39,0,1,0,14948.13,0,5,44,1,86,3,5,0.11,54.67,0,16.05,0,0,10,10.43,91,0,17,Australia,Desktop App
CUST_0424,Finance,Small,Enterprise,58.02,Paid Ads,45,1,0,1,14747.55,0,1,163,4,125,1,3,0.48,103.35,1,49.69,0,0,14,19.37,46,0,60,Europe,Desktop App
CUST_0425,Design,Enterprise,Basic,107.59,Paid Ads,1,1,0,0,3024.45,0,10,36,22,11,8,0,0.66,11.91,0,37.81,0,0,8,38.75,36,0,27,Europe,Web
CUST_0426,Design,Small,Basic,111.91,Paid Ads,50,0,0,0,14539.11,0,2,87,25,123,15,5,0.82,61.39,0,12.7,0,0,2,33.12,12,0,37,Australia,Desktop App
CUST_0427,Healthcare,Mid,Pro,58.29,Referral,32,0,1,0,11490.44,0,5,110,12,43,2,4,0.21,144.48,0,45.1,0,0,9,29.46,28,0,52,North America,Desktop App
CUST_0428,Design,Enterprise,Enterprise,68.44,Social Media,24,0,0,0,12241.63,0,3,62,2,104,26,2,0.95,78.73,0,29.75,0,0,8,6.58,62,1,35,North America,Desktop App
CUST_0429,Design,Enterprise,Business,74.51,Email,5,0,0,0,8094.86,0,10,50,7,59,14,1,0.03,36.84,1,38.9,0,0,4,4.51,22,1,31,Europe,Web
CUST_0430,IT,Enterprise,Basic,103.34,Organic,42,1,1,0,2274.97,0,1,20,25,138,4,2,0.03,106.33,0,28.22,0,0,7,22.34,51,0,50,Europe,Desktop App
CUST_0431,Healthcare,Mid,Business,32.56,Email,20,1,0,0,12429.7,0,8,148,2,141,29,0,0.58,56.09,1,48.97,0,0,3,22.69,90,1,23,Europe,Desktop App
CUST_0432,Education,Enterprise,Pro,28.3,Social Media,37,1,0,1,2156.21,1,3,35,15,115,5,5,0.41,24.88,0,31.17,0,0,9,28.3,81,0,11,Asia,Desktop App
CUST_0433,Finance,Mid,Business,12.37,Paid Ads,39,0,1,0,10502.66,0,5,75,11,83,11,4,0.1,102.03,1,19.59,0,0,1,11.34,89,0,4,Asia,Desktop App
CUST_0434,Design,Enterprise,Pro,95.16,Paid Ads,35,1,1,1,11736.73,0,5,165,20,117,15,2,0.38,21.58,0,42.22,0,0,14,34.63,23,1,56,Asia,Mobile
CUST_0435,Finance,Mid,Business,25.82,Paid Ads,3,1,0,0,5741.47,0,7,48,9,27,5,1,0.88,83.85,1,45.04,0,0,5,46.37,21,0,28,Europe,Web
CUST_0436,IT,Enterprise,Enterprise,68.67,Paid Ads,30,0,1,0,12723.29,0,9,9,8,134,3,5,0.25,93.29,1,23.04,0,0,2,2.81,44,1,34,North America,Desktop App
CUST_0437,Design,Enterprise,Pro,114.05,Paid Ads,29,1,1,0,12934.47,0,10,96,16,59,24,5,0.14,144.14,0,15.05,0,0,5,48.53,56,0,55,Australia,Desktop App
CUST_0438,Education,Small,Enterprise,87.48,Social Media,50,1,1,0,5149.78,0,6,153,3,100,8,1,0.75,120.52,1,25.21,0,0,11,49.83,84,0,29,Asia,Mobile
CUST_0439,Finance,Small,Basic,37.86,Email,6,1,0,1,13804.64,1,10,137,20,152,25,3,0.96,15.1,1,26.67,0,1,1,39.25,65,0,29,Asia,Mobile
CUST_0440,Marketing,Mid,Basic,102.8,Email,20,0,0,0,11209.26,0,9,144,3,200,9,5,0.93,83.91,1,14.62,0,0,11,23.39,94,1,46,Europe,Mobile
CUST_0441,Marketing,Enterprise,Basic,36.72,Social Media,50,0,0,0,2943.5,0,3,174,7,117,3,2,0.95,17.03,1,14.12,0,0,3,12.55,80,0,1,Asia,Desktop App
CUST_0442,Design,Small,Business,42.64,Paid Ads,40,0,1,0,6007.09,0,5,60,1,36,15,0,0.04,129.91,0,8.56,0,0,13,3.54,98,0,51,Europe,Desktop App
CUST_0443,Marketing,Small,Enterprise,40.63,Paid Ads,19,1,1,0,11214.99,0,4,128,20,164,30,4,0.35,22.8,0,35.94,0,0,4,40.37,10,1,1,North America,Mobile
CUST_0444,Finance,Enterprise,Basic,41.67,Referral,19,1,0,0,5014.71,0,1,16,13,103,4,1,0.53,5.16,1,22.26,0,0,11,25.89,93,1,30,Asia,Mobile
CUST_0445,Education,Small,Pro,80.95,Organic,45,0,0,0,4085.19,0,3,31,20,25,4,2,0.49,102.48,0,9.5,0,0,12,29.62,33,1,13,Europe,Web
CUST_0446,IT,Small,Basic,59.58,Organic,1,0,0,0,3539.65,0,8,121,19,58,17,4,0.4,96.12,1,25.64,0,0,3,0.91,38,0,33,North America,Mobile
CUST_0447,IT,Mid,Business,78.27,Email,32,0,1,0,10308.85,0,4,148,18,115,18,5,0.81,101.92,0,6.92,0,0,13,25.82,95,1,0,Asia,Web
CUST_0448,IT,Small,Pro,24.49,Organic,44,0,1,0,12793,0,8,122,22,11,21,0,0.28,14.84,1,18.24,0,0,3,33.47,83,1,49,Australia,Desktop App
CUST_0449,Healthcare,Small,Pro,96.1,Organic,22,0,1,0,1715.57,0,10,19,3,161,29,5,0.41,89.24,1,46.21,0,0,13,3.88,50,1,58,Asia,Desktop App
CUST_0450,IT,Mid,Enterprise,21.85,Social Media,30,0,0,0,5338.88,0,8,179,11,56,27,5,0.64,45.51,0,26.04,0,0,8,4.14,21,0,54,North America,Web
CUST_0451,Marketing,Enterprise,Business,106.71,Paid Ads,26,0,1,0,12236.79,0,3,106,11,3,16,5,0.19,22.09,1,25.74,0,0,4,23.73,89,1,1,Asia,Web
CUST_0452,Marketing,Small,Business,60.39,Email,41,0,1,0,11355.53,0,6,10,6,19,10,2,0.99,148.01,1,3.85,0,0,9,11.16,43,0,51,North America,Desktop App
CUST_0453,Design,Enterprise,Basic,46.31,Referral,2,1,1,0,7794.06,0,1,138,23,42,28,3,0.22,68.37,0,7.23,0,0,7,29.16,25,0,45,Asia,Web
CUST_0454,Marketing,Small,Basic,53.66,Paid Ads,47,1,1,0,8332.23,0,10,74,22,173,12,5,0.13,54.68,1,49.87,0,0,14,30.44,38,0,45,Australia,Mobile
CUST_0455,Design,Mid,Basic,10.18,Email,41,1,0,0,7459.62,0,10,84,11,10,6,0,0.64,133.99,1,25.3,0,0,5,29.28,63,0,20,Europe,Desktop App
CUST_0456,Finance,Mid,Enterprise,111.55,Organic,49,0,1,0,14442.51,0,4,42,25,143,6,1,0.55,96.9,0,48.12,0,0,5,49.96,66,0,49,Australia,Mobile
CUST_0457,Education,Mid,Business,70.23,Paid Ads,7,1,1,1,12364.29,0,6,178,16,43,19,5,0.77,55.7,0,27.29,0,1,2,27.44,25,1,30,Asia,Web
CUST_0458,IT,Mid,Basic,88.22,Social Media,15,1,0,0,1903.45,0,6,140,6,12,26,0,0.08,136.27,0,37.53,0,0,13,9.92,23,1,26,Asia,Desktop App
CUST_0459,Marketing,Mid,Pro,101.11,Referral,31,1,0,1,11650.09,1,7,52,15,199,13,0,0.5,115.14,0,18.48,1,0,1,24.05,25,1,48,Europe,Mobile
CUST_0460,IT,Mid,Enterprise,73.99,Paid Ads,8,0,0,0,5889.54,0,7,10,5,111,11,1,0.82,87.11,0,39,0,0,3,32.59,54,0,54,Australia,Web
CUST_0461,Marketing,Mid,Basic,20.12,Paid Ads,2,1,0,0,1533.41,0,2,116,24,31,17,2,0.49,88.01,1,7.23,0,0,14,45.41,60,0,40,Europe,Mobile
CUST_0462,Education,Enterprise,Basic,26.86,Paid Ads,36,0,1,0,10153.02,0,9,85,1,193,3,0,0.87,108.55,1,9.56,0,0,3,31.53,30,1,19,North America,Desktop App
CUST_0463,Marketing,Enterprise,Pro,74.44,Social Media,1,1,1,0,4722.74,0,5,180,20,29,7,3,0.5,86.37,0,29.92,0,0,13,18.98,30,1,50,Asia,Web
CUST_0464,Design,Enterprise,Enterprise,59.84,Social Media,45,1,1,1,11247.35,0,5,67,24,156,20,4,0.26,46.74,0,42.26,1,0,9,31.97,10,1,9,Europe,Mobile
CUST_0465,Marketing,Enterprise,Pro,81.79,Social Media,24,1,0,1,7626.32,0,6,85,10,1,28,0,0.4,118.19,0,48.37,0,1,10,29.19,17,1,32,Australia,Mobile
CUST_0466,Finance,Small,Basic,71.75,Paid Ads,31,1,1,0,11446.84,0,8,122,20,194,27,0,0.95,8.4,1,4.19,0,0,7,0.56,55,1,3,Europe,Desktop App
CUST_0467,Marketing,Enterprise,Basic,118.89,Email,35,0,0,0,8396.88,0,4,135,23,173,5,0,0.74,26.62,1,19.41,0,0,12,15.97,69,1,12,Europe,Mobile
CUST_0468,Marketing,Mid,Business,27.83,Social Media,27,0,0,0,7862.72,0,9,5,7,152,19,1,0.89,22.39,1,26.37,0,0,13,14.38,75,1,30,Europe,Web
CUST_0469,Finance,Small,Basic,41.4,Email,23,1,0,0,11056.44,0,1,14,16,149,13,0,0.04,130.55,0,43.28,0,0,2,21.75,37,1,30,Australia,Mobile
CUST_0470,Marketing,Mid,Business,58.48,Organic,49,1,0,0,1959.79,0,5,15,24,51,30,0,0.41,65.9,0,6.97,0,0,13,24.79,30,1,17,Australia,Desktop App
CUST_0471,Healthcare,Mid,Basic,37.56,Referral,11,1,0,1,8542.31,1,3,130,19,200,13,1,0.93,17.32,1,7.79,0,0,7,34.07,63,1,19,North America,Desktop App
CUST_0472,IT,Mid,Business,25.08,Email,17,0,1,0,2304.79,0,2,119,13,92,4,0,0.97,16.74,0,23.85,0,0,10,49.42,61,0,17,Australia,Desktop App
CUST_0473,Design,Enterprise,Pro,58.34,Organic,28,0,0,0,12847.4,0,4,136,4,62,10,4,0.71,69.71,1,40.03,0,0,6,43.23,33,0,29,Asia,Mobile
CUST_0474,Marketing,Small,Business,101.85,Email,17,0,1,0,4946.14,0,8,115,6,73,19,0,0.77,92.22,1,4.07,0,0,4,13.64,98,0,15,North America,Web
CUST_0475,IT,Enterprise,Business,110.46,Referral,19,0,0,0,13616.01,0,2,56,15,5,1,5,0.5,20.83,0,5.53,0,0,3,29.2,57,0,31,Europe,Mobile
CUST_0476,Finance,Mid,Enterprise,72.52,Paid Ads,40,0,0,0,1584.38,0,9,125,7,46,20,1,0.54,45.94,0,28.73,0,0,14,38.66,67,0,35,Europe,Mobile
CUST_0477,Healthcare,Enterprise,Business,90.78,Email,47,1,0,1,5703.34,1,6,81,15,15,15,0,0.59,8.43,1,44.52,1,1,3,47.35,65,0,47,Europe,Desktop App
CUST_0478,Design,Small,Basic,90.53,Email,5,1,1,0,7834.57,0,5,53,2,193,14,0,0.91,100.9,0,30.57,0,0,14,21.01,100,1,15,North America,Web
CUST_0479,Education,Small,Pro,19.19,Referral,40,1,1,1,8076.44,0,7,61,13,14,28,3,0.31,57.26,0,20.48,0,0,1,34.42,49,1,17,Europe,Desktop App
CUST_0480,Finance,Small,Pro,110.92,Referral,6,0,1,0,14467.35,0,1,156,12,137,7,2,0.06,45.48,0,39.9,0,0,7,43.77,84,1,38,North America,Desktop App
CUST_0481,Healthcare,Small,Pro,92.28,Social Media,16,0,0,0,9885.22,0,9,141,3,40,1,5,0.78,6.85,0,15.45,0,0,7,0.54,89,0,17,North America,Web
CUST_0482,Education,Enterprise,Pro,79.95,Organic,4,0,0,0,3746.01,0,9,69,2,82,10,2,0.82,102.13,0,24.99,0,0,3,23.71,41,0,56,Australia,Desktop App
CUST_0483,IT,Small,Pro,28.45,Social Media,43,1,0,1,13476.11,1,2,127,22,34,17,5,0.17,52.89,1,16.02,1,1,5,43.19,16,0,44,Australia,Web
